Admin0,Admin1,Population,Year,Dataset
South Africa,Western Cape,6118704,2018,LandScan Global
South Korea,Busan,3443190,2018,LandScan Global
South Korea,Chungbuk,1626613,2018,LandScan Global
South Korea,Chungnam,2156176,2018,LandScan Global
South Korea,Daegu,2450383,2018,LandScan Global
South Korea,Daejeon,1538747,2018,LandScan Global
South Korea,Gangwon,1522258,2018,LandScan Global
South Korea,Gwangju,1502196,2018,LandScan Global
South Korea,Gyeonggi,12635673,2018,LandScan Global
South Korea,Gyeongbuk,2696845,2018,LandScan Global
South Korea,Gyeongnam,3288342,2018,LandScan Global
South Korea,Incheon,2940659,2018,LandScan Global
South Korea,Jeju,613974,2018,LandScan Global
South Korea,Jeonbuk,1841571,2018,LandScan Global
South Korea,Jeonnam,1771105,2018,LandScan Global
South Korea,Sejong,208839,2018,LandScan Global
South Korea,Seoul,9800112,2018,LandScan Global
South Korea,Ulsan,1159877,2018,LandScan Global
Disputed Territory,Spratly Islands,520,2018,LandScan Global
Sri Lanka,Central,2851853,2018,LandScan Global
Sri Lanka,Eastern,1784179,2018,LandScan Global
Sri Lanka,North Central,1411269,2018,LandScan Global
Sri Lanka,North Western,2598519,2018,LandScan Global
Sri Lanka,Northern,1163770,2018,LandScan Global
Sri Lanka,Sabaragamuwa,2140635,2018,LandScan Global
Sri Lanka,Southern,2734357,2018,LandScan Global
Sri Lanka,Uva,1430202,2018,LandScan Global
Sri Lanka,Western,6380121,2018,LandScan Global
Sudan,Red Sea,1943457,2018,LandScan Global
Sudan,River Nile,1554291,2018,LandScan Global
Suriname,Brokopondo,17675,2018,LandScan Global
Suriname,Commewijne,41980,2018,LandScan Global
Suriname,Coronie,3753,2018,LandScan Global
Suriname,Marowijne,18964,2018,LandScan Global
Suriname,Nickerie,38506,2018,LandScan Global
Suriname,Para,29902,2018,LandScan Global
Suriname,Paramaribo,242266,2018,LandScan Global
Suriname,Saramacca,19200,2018,LandScan Global
Suriname,Sipaliwini,52505,2018,LandScan Global
Suriname,Wanica,144159,2018,LandScan Global
Eswatini,Hhohho,313832,2018,LandScan Global
Eswatini,Lubombo,218012,2018,LandScan Global
Eswatini,Manzini,354441,2018,LandScan Global
Eswatini,Shiselweni,202756,2018,LandScan Global
Sweden,Orebro,296893,2018,LandScan Global
Sweden,Ostergotland,450019,2018,LandScan Global
Sweden,Blekinge,149339,2018,LandScan Global
Sweden,Dalarna,281255,2018,LandScan Global
Sweden,Gavleborg,277363,2018,LandScan Global
Sweden,Gotland,56036,2018,LandScan Global
Sweden,Halland,306908,2018,LandScan Global
Sweden,Jamtland,127895,2018,LandScan Global
Sweden,Jonkoping,353356,2018,LandScan Global
Sweden,Kalmar,233390,2018,LandScan Global
Sweden,Kronoberg,195672,2018,LandScan Global
Sweden,Norrbotten,237684,2018,LandScan Global
Sweden,Sodermanland,288681,2018,LandScan Global
Sweden,Skane,1312127,2018,LandScan Global
Sweden,Stockholm,2281922,2018,LandScan Global
Sweden,Uppsala,366870,2018,LandScan Global
Sweden,Varmland,276407,2018,LandScan Global
Sweden,Vasterbotten,259275,2018,LandScan Global
Sweden,Vasternorrland,232911,2018,LandScan Global
Sweden,Vastmanland,268424,2018,LandScan Global
Sweden,Vastra Gotaland,1659948,2018,LandScan Global
Switzerland,Aargau,666730,2018,LandScan Global
Switzerland,Appenzell Ausserrhoden,67683,2018,LandScan Global
Switzerland,Appenzell Innerrhoden,19124,2018,LandScan Global
Switzerland,Basel-Landschaft,314363,2018,LandScan Global
Switzerland,Basel-Stadt,180967,2018,LandScan Global
Switzerland,Bern,1038651,2018,LandScan Global
Switzerland,Fribourg,300149,2018,LandScan Global
Switzerland,Geneve,467985,2018,LandScan Global
Switzerland,Glarus,44035,2018,LandScan Global
Switzerland,Graubunden,203689,2018,LandScan Global
Switzerland,Jura,76832,2018,LandScan Global
Switzerland,Luzern,407197,2018,LandScan Global
Switzerland,Neuchatel,179494,2018,LandScan Global
Switzerland,Nidwalden,43467,2018,LandScan Global
Switzerland,Obwalden,37263,2018,LandScan Global
Switzerland,Schaffhausen,69354,2018,LandScan Global
Switzerland,Schwyz,156541,2018,LandScan Global
Switzerland,Solothurn,257723,2018,LandScan Global
Switzerland,Sankt Gallen,505046,2018,LandScan Global
Switzerland,Thurgau,269494,2018,LandScan Global
Switzerland,Ticino,344705,2018,LandScan Global
Switzerland,Uri,39379,2018,LandScan Global
Switzerland,Vaud,332059,2018,LandScan Global
Switzerland,Valais,650853,2018,LandScan Global
Switzerland,Zug,121586,2018,LandScan Global
Switzerland,Zurich,1451527,2018,LandScan Global
Syria,Halab,4027578,2018,LandScan Global
Syria,Al Hasakah,1259854,2018,LandScan Global
Syria,Ar Raqqah,898653,2018,LandScan Global
Syria,As Suwayda',383703,2018,LandScan Global
Syria,Dimashq,1216914,2018,LandScan Global
Syria,Dar'a,800893,2018,LandScan Global
Syria,Dayr az Zawr,943614,2018,LandScan Global
Syria,Hamah,1532340,2018,LandScan Global
Syria,Hims,1403103,2018,LandScan Global
Syria,Idlib,1414719,2018,LandScan Global
Syria,Al Ladhiqiyah,888870,2018,LandScan Global
Syria,Al Qunaytirah,107023,2018,LandScan Global
Syria,Rif Dimashq,3035315,2018,LandScan Global
Syria,Tartus,883953,2018,LandScan Global
Thailand,Amnat Charoen,274811,2018,LandScan Global
Thailand,Ang Thong,269382,2018,LandScan Global
Thailand,Krung Thep Maha Nakhon,8998827,2018,LandScan Global
Thailand,Buri Ram,1258020,2018,LandScan Global
Thailand,Chachoengsao,833650,2018,LandScan Global
Thailand,Chai Nat,319724,2018,LandScan Global
Thailand,Chaiyaphum,963150,2018,LandScan Global
Thailand,Chanthaburi,571838,2018,LandScan Global
Thailand,Chiang Mai,1681649,2018,LandScan Global
Thailand,Chiang Rai,1229193,2018,LandScan Global
Thailand,Chon Buri,1550133,2018,LandScan Global
Thailand,Chumphon,497350,2018,LandScan Global
Thailand,Kalasin,792860,2018,LandScan Global
Thailand,Kamphaeng Phet,766703,2018,LandScan Global
Thailand,Kanchanaburi,803526,2018,LandScan Global
Thailand,Khon Kaen,1731806,2018,LandScan Global
Thailand,Krabi,376095,2018,LandScan Global
Thailand,Lampang,734778,2018,LandScan Global
Thailand,Lamphun,431629,2018,LandScan Global
Thailand,Loei,549633,2018,LandScan Global
Thailand,Lop Buri,773319,2018,LandScan Global
Thailand,Mae Hong Son,195826,2018,LandScan Global
Thailand,Maha Sarakham,831303,2018,LandScan Global
Thailand,Mukdahan,342970,2018,LandScan Global
Thailand,Nakhon Nayok,286356,2018,LandScan Global
Thailand,Nakhon Pathom,1128401,2018,LandScan Global
Thailand,Nakhon Phanom,568719,2018,LandScan Global
Thailand,Nakhon Ratchasima,2517277,2018,LandScan Global
Thailand,Nakhon Sawan,980434,2018,LandScan Global
Thailand,Nakhon Si Thammarat,1564634,2018,LandScan Global
Thailand,Nan,440005,2018,LandScan Global
Thailand,Narathiwat,691793,2018,LandScan Global
Thailand,Nong Bua Lamphu,466423,2018,LandScan Global
Thailand,Nonthaburi,1479890,2018,LandScan Global
Thailand,Pathum Thani,1472561,2018,LandScan Global
Thailand,Pattani,627255,2018,LandScan Global
Thailand,Prachin Buri,630780,2018,LandScan Global
Thailand,Phangnga,270081,2018,LandScan Global
Thailand,Phatthalung,523759,2018,LandScan Global
Thailand,Phayao,417584,2018,LandScan Global
Thailand,Phetchabun,910732,2018,LandScan Global
Thailand,Phetchaburi,480616,2018,LandScan Global
Thailand,Phichit,543068,2018,LandScan Global
Thailand,Phitsanulok,890043,2018,LandScan Global
Thailand,Phra Nakhon Si Ayutthaya,868194,2018,LandScan Global
Thailand,Phrae,422517,2018,LandScan Global
Thailand,Phuket,539097,2018,LandScan Global
Thailand,Prachuap Khiri Khan,465596,2018,LandScan Global
Thailand,Ranong,261926,2018,LandScan Global
Thailand,Ratchaburi,816779,2018,LandScan Global
Thailand,Rayong,913629,2018,LandScan Global
Thailand,Roi Et,1077132,2018,LandScan Global
Thailand,Sa Kaeo,659471,2018,LandScan Global
Thailand,Sakon Nakhon,917245,2018,LandScan Global
Thailand,Samut Prakan,2331505,2018,LandScan Global
Thailand,Samut Sakhon,989564,2018,LandScan Global
Thailand,Samut Songkhram,195983,2018,LandScan Global
Thailand,Saraburi,713469,2018,LandScan Global
Thailand,Satun,282320,2018,LandScan Global
Thailand,Si Sa Ket,1042225,2018,LandScan Global
Thailand,Sing Buri,206631,2018,LandScan Global
Thailand,Songkhla,1570000,2018,LandScan Global
Thailand,Sukhothai,614896,2018,LandScan Global
Thailand,Suphan Buri,861493,2018,LandScan Global
Thailand,Surat Thani,1064691,2018,LandScan Global
Thailand,Surin,1116958,2018,LandScan Global
Thailand,Tak,496262,2018,LandScan Global
Thailand,Trang,275072,2018,LandScan Global
Thailand,Trat,640538,2018,LandScan Global
Thailand,Ubon Ratchathani,1715161,2018,LandScan Global
Thailand,Udon Thani,1258510,2018,LandScan Global
Thailand,Uthai Thani,295215,2018,LandScan Global
Thailand,Uttaradit,434361,2018,LandScan Global
Thailand,Yala,462736,2018,LandScan Global
Thailand,Yasothon,480087,2018,LandScan Global
Timor-Leste,Aileu,56036,2018,LandScan Global
Timor-Leste,Ainaro,71741,2018,LandScan Global
Timor-Leste,Baucau,131579,2018,LandScan Global
Timor-Leste,Bobonaro,111113,2018,LandScan Global
Timor-Leste,Cova Lima,74495,2018,LandScan Global
Timor-Leste,Dili,307249,2018,LandScan Global
Timor-Leste,Ermera,141149,2018,LandScan Global
Timor-Leste,Lautem,72676,2018,LandScan Global
Timor-Leste,Liquica,76369,2018,LandScan Global
Timor-Leste,Manatuto,51375,2018,LandScan Global
Timor-Leste,Manufahi,59601,2018,LandScan Global
Timor-Leste,Oecussi-Ambeno,75229,2018,LandScan Global
Timor-Leste,Viqueque,90033,2018,LandScan Global
Togo,Centrale,823713,2018,LandScan Global
Togo,Kara,1014936,2018,LandScan Global
Togo,Maritime,3218558,2018,LandScan Global
Togo,Plateaux,1804614,2018,LandScan Global
Togo,Savanes,1111077,2018,LandScan Global
Tonga,Eua,5219,2018,LandScan Global
Tonga,Ha'apai,4564,2018,LandScan Global
Tonga,Ongo Niua,657,2018,LandScan Global
Tonga,Tongatapu,76247,2018,LandScan Global
Tonga,Vava'u,13008,2018,LandScan Global
Tunisia,L'Ariana,446527,2018,LandScan Global
Tunisia,Beja,318624,2018,LandScan Global
Tunisia,Ben Arous,679428,2018,LandScan Global
Tunisia,Bizerte,587315,2018,LandScan Global
Tunisia,Gabes,392834,2018,LandScan Global
Tunisia,Gafsa,355300,2018,LandScan Global
Tunisia,Jendouba,421904,2018,LandScan Global
Tunisia,Kairouan,599224,2018,LandScan Global
Tunisia,Kasserine,462109,2018,LandScan Global
Tunisia,Kebili,164751,2018,LandScan Global
Tunisia,Kef,255004,2018,LandScan Global
Tunisia,Mahdia,428660,2018,LandScan Global
Tunisia,Manouba,430136,2018,LandScan Global
Tunisia,Medenine,500845,2018,LandScan Global
Tunisia,Monastir,576946,2018,LandScan Global
Tunisia,Nabeul,801767,2018,LandScan Global
Tunisia,Sfax,988283,2018,LandScan Global
Tunisia,Sidi Bouzid,452363,2018,LandScan Global
Tunisia,Siliana,233187,2018,LandScan Global
Tunisia,Sousse,702209,2018,LandScan Global
Tunisia,Tataouine,157619,2018,LandScan Global
Tunisia,Tozeur,113440,2018,LandScan Global
Tunisia,Tunis,1206883,2018,LandScan Global
Tunisia,Zaghouan,184979,2018,LandScan Global
Turkey,Adana,2286414,2018,LandScan Global
Turkey,Adiyaman,795243,2018,LandScan Global
Turkey,Afyonkarahisar,952782,2018,LandScan Global
Turkey,Agri,618122,2018,LandScan Global
Turkey,Aksaray,462824,2018,LandScan Global
Turkey,Amasya,428828,2018,LandScan Global
Turkey,Ankara,4727036,2018,LandScan Global
Turkey,Antalya,2013048,2018,LandScan Global
Turkey,Ardahan,156616,2018,LandScan Global
Turkey,Artvin,224693,2018,LandScan Global
Turkey,Aydin,1112634,2018,LandScan Global
Turkey,Balikesir,1224507,2018,LandScan Global
Turkey,Bartin,212362,2018,LandScan Global
Turkey,Batman,560872,2018,LandScan Global
Turkey,Bayburt,116154,2018,LandScan Global
Turkey,Bilecik,225686,2018,LandScan Global
Turkey,Bingol,295363,2018,LandScan Global
Turkey,Bitlis,457191,2018,LandScan Global
Turkey,Bolu,318700,2018,LandScan Global
Turkey,Burdur,303301,2018,LandScan Global
Turkey,Bursa,2464179,2018,LandScan Global
Turkey,Canakkale,534762,2018,LandScan Global
Turkey,Cankiri,314809,2018,LandScan Global
Turkey,Corum,700432,2018,LandScan Global
Turkey,Denizli,999300,2018,LandScan Global
Turkey,Diyarbakir,1600254,2018,LandScan Global
Turkey,Duzce,368305,2018,LandScan Global
Turkey,Edirne,470392,2018,LandScan Global
Turkey,Elazig,663758,2018,LandScan Global
Turkey,Erzincan,373449,2018,LandScan Global
Turkey,Erzurum,1099521,2018,LandScan Global
Turkey,Eskisehir,831576,2018,LandScan Global
Turkey,Gaziantep,2011776,2018,LandScan Global
Turkey,Giresun,605711,2018,LandScan Global
Turkey,Gumushane,226699,2018,LandScan Global
Turkey,Hakkari,274131,2018,LandScan Global
Turkey,Hatay,1962132,2018,LandScan Global
Turkey,Mersin,1936759,2018,LandScan Global
Turkey,Igdir,201226,2018,LandScan Global
Turkey,Isparta,597759,2018,LandScan Global
Turkey,Istanbul,11625348,2018,LandScan Global
Turkey,Izmir,3949238,2018,LandScan Global
Turkey,Kahramanmaras,1277660,2018,LandScan Global
Turkey,Karabuk,264818,2018,LandScan Global
Turkey,Karaman,287927,2018,LandScan Global
Turkey,Kars,381357,2018,LandScan Global
Turkey,Kastamonu,439826,2018,LandScan Global
Turkey,Kayseri,1267109,2018,LandScan Global
Turkey,Kilis,318199,2018,LandScan Global
Turkey,Kirikkale,449745,2018,LandScan Global
Turkey,Kirklareli,373005,2018,LandScan Global
Turkey,Kirsehir,301209,2018,LandScan Global
Turkey,Kocaeli,1392345,2018,LandScan Global
Turkey,Konya,2582919,2018,LandScan Global
Turkey,Kutahya,769982,2018,LandScan Global
Turkey,Malatya,1045216,2018,LandScan Global
Turkey,Manisa,1476352,2018,LandScan Global
Turkey,Mardin,865178,2018,LandScan Global
Turkey,Mugla,822419,2018,LandScan Global
Turkey,Mus,529967,2018,LandScan Global
Turkey,Nevsehir,361617,2018,LandScan Global
Turkey,Nigde,411644,2018,LandScan Global
Turkey,Ordu,1033916,2018,LandScan Global
Turkey,Osmaniye,647580,2018,LandScan Global
Turkey,Rize,425177,2018,LandScan Global
Turkey,Sakarya,888889,2018,LandScan Global
Turkey,Samsun,1417467,2018,LandScan Global
Turkey,Sanliurfa,2219201,2018,LandScan Global
Turkey,Siirt,311474,2018,LandScan Global
Turkey,Sinop,254007,2018,LandScan Global
Turkey,Sirnak,450609,2018,LandScan Global
Turkey,Sivas,887340,2018,LandScan Global
Turkey,Tekirdag,712602,2018,LandScan Global
Turkey,Tokat,978326,2018,LandScan Global
Turkey,Trabzon,1129624,2018,LandScan Global
Turkey,Tunceli,109853,2018,LandScan Global
Turkey,Usak,380159,2018,LandScan Global
Turkey,Van,1029731,2018,LandScan Global
Turkey,Yalova,193518,2018,LandScan Global
Turkey,Yozgat,801819,2018,LandScan Global
Turkey,Zonguldak,720435,2018,LandScan Global
Tuvalu,Funafuti,3480,2018,LandScan Global
Tuvalu,Nanumaga,491,2018,LandScan Global
Tuvalu,Nanumea,392,2018,LandScan Global
Tuvalu,Niutao,323,2018,LandScan Global
Tuvalu,Nui,101,2018,LandScan Global
Tuvalu,Nukufetau,550,2018,LandScan Global
Tuvalu,Nukulaelae,257,2018,LandScan Global
Tuvalu,Vaitupu,1462,2018,LandScan Global
Uganda,Buvuma,72702,2018,LandScan Global
Uganda,Kalangala,42983,2018,LandScan Global
Uganda,Mayuge,564145,2018,LandScan Global
Uganda,Mukono,686196,2018,LandScan Global
Uganda,Namayingo,235519,2018,LandScan Global
Ukraine,"Krym, Avtonomna Respublika",1850479,2018,LandScan Global
Ukraine,Cherkas'ka Oblast',1241774,2018,LandScan Global
Ukraine,Chernihivs'ka Oblast',1073913,2018,LandScan Global
Ukraine,Chernivets'ka Oblast',882769,2018,LandScan Global
Ukraine,Dnipropetrovs'ka Oblast',3268709,2018,LandScan Global
Ukraine,Donets'ka Oblast',3941596,2018,LandScan Global
Ukraine,Ivano-Frankivs'ka Oblast',1326658,2018,LandScan Global
Ukraine,Kharkivs'ka Oblast',2810424,2018,LandScan Global
Ukraine,Khersons'ka Oblast',1049628,2018,LandScan Global
Ukraine,Khmel'nyts'ka Oblast',1278466,2018,LandScan Global
Ukraine,Kirovohrads'ka Oblast',972745,2018,LandScan Global
Ukraine,"Kyyiv, Misto",2718954,2018,LandScan Global
Ukraine,Kyyivs'ka Oblast',1759071,2018,LandScan Global
Ukraine,Luhans'ka Oblast',1866178,2018,LandScan Global
Ukraine,L'vivs'ka Oblast',2458811,2018,LandScan Global
Ukraine,Mykolayivs'ka Oblast',1139495,2018,LandScan Global
Ukraine,Odes'ka Oblast',2303955,2018,LandScan Global
Ukraine,Poltavs'ka Oblast',1450157,2018,LandScan Global
Ukraine,Rivnens'ka Oblast',1110305,2018,LandScan Global
Ukraine,"Sevastopol', Misto",364056,2018,LandScan Global
Ukraine,Sums'ka Oblast',1124146,2018,LandScan Global
Ukraine,Ternopil's'ka Oblast',1035647,2018,LandScan Global
Ukraine,Vinnyts'ka Oblast',1572774,2018,LandScan Global
Ukraine,Volyns'ka Oblast',1004708,2018,LandScan Global
Ukraine,Zakarpats'ka Oblast',1174026,2018,LandScan Global
Ukraine,Zaporiz'ka Oblast',1811660,2018,LandScan Global
Ukraine,Zhytomyrs'ka Oblast',1233169,2018,LandScan Global
United Arab Emirates,Abu Zaby,3069632,2018,LandScan Global
United Arab Emirates,Ajman,385776,2018,LandScan Global
United Arab Emirates,Al Fujayrah,291070,2018,LandScan Global
United Arab Emirates,Ash Shariqah,1973854,2018,LandScan Global
United Arab Emirates,Dubayy,3362656,2018,LandScan Global
United Arab Emirates,Ra's al Khaymah,460316,2018,LandScan Global
United Arab Emirates,Umm al Qaywayn,106659,2018,LandScan Global
United States,Alabama,4872543,2018,LandScan Global
United States,Alaska,718331,2018,LandScan Global
United States,Arizona,6997807,2018,LandScan Global
United States,Arkansas,3008422,2018,LandScan Global
United States,California,39411419,2018,LandScan Global
United States,Colorado,5629270,2018,LandScan Global
United States,Connecticut,3581504,2018,LandScan Global
United States,Delaware,989314,2018,LandScan Global
United States,District of Columbia,1022903,2018,LandScan Global
United States,Florida,20909649,2018,LandScan Global
United States,Georgia,10404050,2018,LandScan Global
United States,Hawaii,1394802,2018,LandScan Global
United States,Idaho,1707251,2018,LandScan Global
United States,Illinois,12938685,2018,LandScan Global
United States,Indiana,6669140,2018,LandScan Global
United States,Iowa,3109601,2018,LandScan Global
United States,Kansas,2926317,2018,LandScan Global
United States,Kentucky,4589870,2018,LandScan Global
United States,Louisiana,4705322,2018,LandScan Global
United States,Maryland,5891536,2018,LandScan Global
United States,Massachusetts,7027177,2018,LandScan Global
United States,Michigan,9874896,2018,LandScan Global
United States,Minnesota,5658077,2018,LandScan Global
United States,Mississippi,2968301,2018,LandScan Global
United States,Missouri,6075091,2018,LandScan Global
United States,Montana,1035280,2018,LandScan Global
United States,Nebraska,1955485,2018,LandScan Global
United States,Nevada,3030193,2018,LandScan Global
United States,New Hampshire,1318443,2018,LandScan Global
United States,New Jersey,9065011,2018,LandScan Global
United States,New Mexico,2075728,2018,LandScan Global
United States,New York,19974842,2018,LandScan Global
United States,North Carolina,10262461,2018,LandScan Global
United States,North Dakota,763621,2018,LandScan Global
United States,Ohio,11675285,2018,LandScan Global
United States,Oklahoma,3907302,2018,LandScan Global
United States,Oregon,4215018,2018,LandScan Global
United States,Pennsylvania,12780025,2018,LandScan Global
United States,Rhode Island,1056971,2018,LandScan Global
United States,South Carolina,5028235,2018,LandScan Global
United States,South Dakota,860714,2018,LandScan Global
United States,Tennessee,6738716,2018,LandScan Global
United States,Texas,28540135,2018,LandScan Global
United States,Utah,3152730,2018,LandScan Global
United States,Vermont,609383,2018,LandScan Global
United States,Virginia,8425027,2018,LandScan Global
United States,Washington,7461135,2018,LandScan Global
United States,West Virginia,1795495,2018,LandScan Global
United States,Wisconsin,5779519,2018,LandScan Global
United States,Wyoming,574879,2018,LandScan Global
Uruguay,Artigas,75234,2018,LandScan Global
Uruguay,Canelones,525146,2018,LandScan Global
Uruguay,Cerro Largo,89809,2018,LandScan Global
